activity_key,report_month,customer_id,product_id,region_id,revenue,transactions,active_flag,retained_flag,expansion_revenue,churn_revenue,customer_key,product_key,region_key
23645,2025-07,CUST04470,PROD009,R02,17524,11,1,1,762.15,696.86,4470,9,2
23646,2025-07,CUST04317,PROD024,R09,6818,10,1,1,759.72,210.42,4317,24,9
23647,2025-07,CUST04133,PROD008,R08,7292,11,1,1,551.2,300.75,4133,8,8
23648,2025-07,CUST03209,PROD021,R01,2639,4,1,1,355.18,36.01,3209,21,1
23649,2025-07,CUST01564,PROD001,R05,2128,21,1,1,22.35,91.18,1564,1,5
23650,2025-07,CUST04479,PROD007,R08,22003,19,1,1,4377.12,28.32,4479,7,8
23651,2025-07,CUST03032,PROD009,R11,3674,2,1,1,309.44,112.23,3032,9,11
23652,2025-07,CUST00442,PROD005,R12,8886,14,1,1,298.7,265.13,442,5,12
23653,2025-07,CUST01822,PROD018,R08,3709,18,1,1,587.88,51.55,1822,18,8
23654,2025-07,CUST03174,PROD017,R08,557,7,1,1,42.59,14.82,3174,17,8
23655,2025-07,CUST04974,PROD005,R07,15650,11,1,1,541.53,74.88,4974,5,7
23656,2025-07,CUST02909,PROD016,R04,4031,22,1,0,364.48,9.92,2909,16,4
23657,2025-07,CUST00492,PROD013,R09,776,24,1,1,96.47,2.66,492,13,9
23658,2025-07,CUST03993,PROD003,R06,8267,16,1,1,2.21,121.34,3993,3,6
23659,2025-07,CUST02058,PROD017,R03,7628,14,1,1,1185.98,31.4,2058,17,3
23660,2025-07,CUST04489,PROD009,R01,502,22,1,1,60.54,20.53,4489,9,1
23661,2025-07,CUST00359,PROD002,R01,474,20,1,1,94.14,7.59,359,2,1
23662,2025-07,CUST01296,PROD016,R03,5052,16,1,1,333.66,108.88,1296,16,3
23663,2025-07,CUST04664,PROD014,R06,18582,18,0,1,3564.18,238.43,4664,14,6
23664,2025-07,CUST02378,PROD023,R02,10608,10,1,1,1366.03,527.18,2378,23,2
23665,2025-07,CUST03126,PROD012,R01,2935,4,1,1,63.5,107.29,3126,12,1
23666,2025-07,CUST01306,PROD005,R03,19377,6,1,1,3233.02,416.21,1306,5,3
23667,2025-07,CUST00897,PROD007,R12,6584,4,1,1,7.11,43.27,897,7,12
23668,2025-07,CUST03415,PROD020,R07,6036,8,1,1,221.01,68.51,3415,20,7
23669,2025-07,CUST02441,PROD020,R07,2211,20,1,1,69.8,11.82,2441,20,7
23670,2025-07,CUST04109,PROD024,R03,8006,10,1,1,336.23,122.41,4109,24,3
23671,2025-07,CUST04517,PROD009,R07,6582,3,1,1,1158.72,205.85,4517,9,7
23672,2025-07,CUST01729,PROD003,R09,734,3,1,1,36.27,34.07,1729,3,9
23673,2025-07,CUST01999,PROD002,R07,5647,10,1,1,364.49,19.9,1999,2,7
23674,2025-07,CUST01241,PROD008,R06,2150,12,1,1,190.49,75.63,1241,8,6
23675,2025-07,CUST01842,PROD004,R01,7348,8,1,1,657.28,37.03,1842,4,1
23676,2025-07,CUST04624,PROD020,R06,8075,16,1,1,1422.61,138.86,4624,20,6
23677,2025-07,CUST01689,PROD007,R12,2147,20,1,1,370.79,28.9,1689,7,12
23678,2025-07,CUST03257,PROD009,R07,304,10,1,1,25.4,5.69,3257,9,7
23679,2025-07,CUST02701,PROD011,R06,511,1,1,1,88.71,16.04,2701,11,6
23680,2025-07,CUST03973,PROD005,R10,2583,18,1,1,493.73,81.34,3973,5,10
23681,2025-07,CUST00724,PROD022,R03,22665,1,1,1,1686.93,588.66,724,22,3
23682,2025-07,CUST02031,PROD011,R08,1176,13,1,1,184.89,29.68,2031,11,8
23683,2025-07,CUST01528,PROD004,R04,1459,14,1,1,28.73,66.87,1528,4,4
23684,2025-07,CUST00354,PROD019,R01,8580,2,1,1,1177.08,233.23,354,19,1
23685,2025-07,CUST01456,PROD023,R03,1690,23,1,1,191.27,52.6,1456,23,3
23686,2025-07,CUST00730,PROD020,R01,7445,14,1,1,1162.77,24.83,730,20,1
23687,2025-07,CUST03181,PROD019,R11,1199,10,1,1,91.68,2.02,3181,19,11
23688,2025-07,CUST04429,PROD008,R03,5702,7,1,1,248.15,227.07,4429,8,3
23689,2025-07,CUST02045,PROD023,R01,1542,12,1,1,152.84,74.17,2045,23,1
23690,2025-07,CUST04825,PROD019,R12,2159,7,1,0,417.4,94.45,4825,19,12
23691,2025-07,CUST03907,PROD006,R11,4880,20,1,1,557.79,131.27,3907,6,11
23692,2025-07,CUST03048,PROD017,R04,1272,7,1,1,29.12,3.43,3048,17,4
23693,2025-07,CUST03447,PROD023,R05,1300,8,1,1,86.43,43.37,3447,23,5
23694,2025-07,CUST00808,PROD011,R12,8729,9,1,1,924.26,263.98,808,11,12
23695,2025-07,CUST02376,PROD015,R01,1604,21,1,1,1.85,43.8,2376,15,1
23696,2025-07,CUST02705,PROD024,R08,2170,3,1,1,429.4,2.18,2705,24,8
23697,2025-07,CUST00440,PROD007,R12,2554,8,1,1,454.24,20.66,440,7,12
23698,2025-07,CUST01457,PROD012,R04,2850,17,1,1,408.41,118.84,1457,12,4
23699,2025-07,CUST01664,PROD007,R01,2229,20,1,1,110.19,102.1,1664,7,1
23700,2025-07,CUST03999,PROD020,R03,1724,5,1,1,199.81,58.46,3999,20,3
23701,2025-07,CUST01404,PROD022,R05,6327,23,1,1,1253.14,180.84,1404,22,5
23702,2025-07,CUST03567,PROD019,R11,7086,24,1,1,1143.07,319.15,3567,19,11
23703,2025-07,CUST00370,PROD016,R06,5815,24,1,0,409.23,152.94,370,16,6
23704,2025-07,CUST04401,PROD016,R08,17995,5,1,0,1333.59,554.47,4401,16,8
23705,2025-07,CUST02123,PROD009,R11,1892,19,1,0,116.11,5.02,2123,9,11
23706,2025-07,CUST03469,PROD005,R07,2111,13,1,0,92.77,4.92,3469,5,7
23707,2025-07,CUST00383,PROD021,R01,19208,1,0,1,2876.65,115.7,383,21,1
23708,2025-07,CUST03597,PROD025,R01,346,3,1,1,51.19,17.26,3597,25,1
23709,2025-07,CUST00694,PROD004,R09,3825,17,1,1,612.35,127.26,694,4,9
23710,2025-07,CUST02923,PROD024,R08,2216,4,1,1,128.67,102.74,2923,24,8
23711,2025-07,CUST01323,PROD024,R11,4612,9,1,1,881.07,110.39,1323,24,11
23712,2025-07,CUST00153,PROD012,R05,21900,23,1,1,3036.13,507.1,153,12,5
23713,2025-07,CUST00021,PROD004,R03,2529,6,1,1,19.76,70.63,21,4,3
23714,2025-07,CUST00231,PROD011,R10,13978,7,1,1,700.49,286.16,231,11,10
23715,2025-07,CUST03309,PROD005,R12,705,3,1,1,74.52,21.44,3309,5,12
23716,2025-07,CUST02791,PROD017,R06,2833,18,1,1,497.96,49.66,2791,17,6
23717,2025-07,CUST02405,PROD009,R08,4634,16,1,1,633.06,158.68,2405,9,8
23718,2025-07,CUST04901,PROD008,R09,5384,22,1,1,869.73,211.13,4901,8,9
23719,2025-07,CUST04755,PROD004,R01,1567,13,1,1,123.02,24.05,4755,4,1
23720,2025-07,CUST02440,PROD003,R11,781,13,1,1,38.03,8.62,2440,3,11
23721,2025-07,CUST01567,PROD014,R03,8552,4,1,1,220.16,161.72,1567,14,3
23722,2025-07,CUST04636,PROD020,R02,2544,6,1,1,107.51,12.69,4636,20,2
23723,2025-07,CUST03587,PROD022,R01,735,8,1,1,117.26,13.95,3587,22,1
23724,2025-07,CUST02673,PROD018,R03,1409,10,1,0,31.47,42.48,2673,18,3
23725,2025-07,CUST01363,PROD016,R08,4207,23,1,1,90.19,172.69,1363,16,8
23726,2025-07,CUST02522,PROD018,R01,3158,22,1,1,484.16,26.37,2522,18,1
23727,2025-07,CUST04874,PROD006,R11,2430,7,1,1,236.8,8.68,4874,6,11
23728,2025-07,CUST01878,PROD020,R07,6021,5,1,1,950.24,248.14,1878,20,7
23729,2025-07,CUST03578,PROD020,R05,8684,24,1,1,140.96,178.82,3578,20,5
23730,2025-07,CUST04362,PROD019,R03,2039,15,1,0,333.8,74.19,4362,19,3
23731,2025-07,CUST02325,PROD009,R11,720,22,1,1,6.83,2.89,2325,9,11
23732,2025-07,CUST02404,PROD013,R02,20020,22,1,1,1646.06,912.0,2404,13,2
23733,2025-07,CUST03306,PROD010,R01,19714,6,1,1,3677.19,489.48,3306,10,1
23734,2025-07,CUST00350,PROD006,R11,7021,11,1,1,716.65,332.49,350,6,11
23735,2025-07,CUST00317,PROD014,R07,3576,23,1,1,550.6,100.14,317,14,7
23736,2025-07,CUST04274,PROD007,R06,2787,7,1,1,15.25,27.9,4274,7,6
23737,2025-07,CUST04021,PROD013,R07,5038,23,1,1,595.38,194.02,4021,13,7
23738,2025-07,CUST00853,PROD010,R03,6943,21,1,1,438.98,74.16,853,10,3
23739,2025-07,CUST02255,PROD009,R05,1755,24,1,1,101.79,57.23,2255,9,5
23740,2025-07,CUST01114,PROD006,R12,22990,23,1,1,267.83,916.54,1114,6,12
23741,2025-07,CUST03204,PROD002,R10,17403,9,1,1,823.08,631.97,3204,2,10
23742,2025-07,CUST03860,PROD007,R07,6943,15,1,1,1365.9,206.92,3860,7,7
23743,2025-07,CUST01308,PROD015,R01,4603,24,1,1,500.58,11.66,1308,15,1
23744,2025-07,CUST01921,PROD010,R01,3896,17,1,1,701.45,64.41,1921,10,1
23745,2025-07,CUST01063,PROD006,R06,1616,24,1,1,314.31,6.21,1063,6,6
23746,2025-07,CUST02544,PROD021,R09,21246,23,1,1,2246.07,961.86,2544,21,9
23747,2025-07,CUST03136,PROD012,R10,2455,7,1,1,61.6,112.66,3136,12,10
23748,2025-07,CUST00163,PROD007,R10,2341,3,1,1,408.33,5.25,163,7,10
23749,2025-07,CUST03769,PROD005,R09,5006,8,1,1,842.64,96.76,3769,5,9
23750,2025-07,CUST04286,PROD011,R11,1913,12,1,1,136.69,10.11,4286,11,11
23751,2025-08,CUST01781,PROD012,R11,2013,2,1,1,320.35,27.7,1781,12,11
23752,2025-08,CUST04036,PROD014,R07,386,11,1,1,63.24,2.04,4036,14,7
23753,2025-08,CUST00905,PROD021,R06,894,7,1,1,97.83,13.85,905,21,6
23754,2025-08,CUST01194,PROD003,R12,14991,23,1,1,2569.86,456.27,1194,3,12
23755,2025-08,CUST02950,PROD025,R10,1488,15,1,1,110.57,71.72,2950,25,10
23756,2025-08,CUST02759,PROD006,R02,4753,13,1,1,285.69,176.25,2759,6,2
23757,2025-08,CUST00274,PROD016,R11,16150,17,1,1,134.61,246.28,274,16,11
23758,2025-08,CUST00800,PROD021,R04,7713,5,1,1,999.72,345.45,800,21,4
23759,2025-08,CUST00959,PROD012,R03,1342,8,1,0,86.18,17.9,959,12,3
23760,2025-08,CUST01330,PROD008,R07,22837,23,1,1,2457.23,1125.53,1330,8,7
23761,2025-08,CUST00601,PROD005,R12,13186,23,1,1,1056.46,597.61,601,5,12
23762,2025-08,CUST03371,PROD022,R03,6581,10,1,1,24.83,257.09,3371,22,3
23763,2025-08,CUST04999,PROD024,R05,18681,22,1,1,1717.9,838.91,4999,24,5
23764,2025-08,CUST03992,PROD021,R08,22186,23,1,1,41.13,591.67,3992,21,8
23765,2025-08,CUST04465,PROD010,R11,773,8,1,1,17.01,9.23,4465,10,11
23766,2025-08,CUST03907,PROD022,R01,4572,21,1,1,517.87,88.61,3907,22,1
23767,2025-08,CUST03706,PROD007,R06,404,19,1,1,18.49,4.99,3706,7,6
23768,2025-08,CUST00153,PROD005,R03,20814,7,1,1,933.45,456.99,153,5,3
23769,2025-08,CUST03793,PROD005,R09,2826,2,0,1,108.28,45.47,3793,5,9
23770,2025-08,CUST00901,PROD005,R10,22143,8,0,1,1255.43,757.15,901,5,10
23771,2025-08,CUST01564,PROD005,R05,1727,16,1,0,324.77,67.89,1564,5,5
23772,2025-08,CUST04081,PROD007,R11,7342,19,1,1,1375.74,273.37,4081,7,11
23773,2025-08,CUST01010,PROD001,R11,5225,4,1,1,583.72,181.24,1010,1,11
23774,2025-08,CUST00012,PROD017,R05,14746,16,1,1,519.51,119.14,12,17,5
23775,2025-08,CUST03836,PROD020,R09,17607,11,1,1,3319.42,18.38,3836,20,9
23776,2025-08,CUST03411,PROD006,R12,1286,21,1,1,77.2,15.86,3411,6,12
23777,2025-08,CUST04689,PROD019,R08,7349,19,0,1,1239.34,145.02,4689,19,8
23778,2025-08,CUST04716,PROD014,R12,2826,16,1,1,337.5,46.67,4716,14,12
23779,2025-08,CUST04234,PROD025,R07,577,18,1,1,82.74,22.57,4234,25,7
23780,2025-08,CUST00060,PROD021,R12,17560,20,1,1,3501.38,854.0,60,21,12
23781,2025-08,CUST00055,PROD004,R06,1769,10,1,1,86.17,45.56,55,4,6
23782,2025-08,CUST00866,PROD024,R01,21709,10,1,0,743.25,1016.04,866,24,1
23783,2025-08,CUST02094,PROD005,R02,2509,4,1,1,260.42,82.86,2094,5,2
23784,2025-08,CUST04348,PROD022,R12,2510,2,1,1,199.57,24.8,4348,22,12
23785,2025-08,CUST02664,PROD022,R07,19105,1,0,1,3740.73,881.61,2664,22,7
23786,2025-08,CUST00583,PROD014,R12,942,22,1,1,51.48,34.44,583,14,12
23787,2025-08,CUST04354,PROD006,R06,6854,8,1,0,574.86,158.67,4354,6,6
23788,2025-08,CUST02186,PROD017,R06,3770,11,1,1,506.28,156.67,2186,17,6
23789,2025-08,CUST04580,PROD015,R01,2411,1,1,1,171.02,48.82,4580,15,1
23790,2025-08,CUST02716,PROD017,R12,8379,20,1,1,1232.62,380.94,2716,17,12
23791,2025-08,CUST03225,PROD017,R05,1552,21,0,1,252.45,2.86,3225,17,5
23792,2025-08,CUST03360,PROD004,R09,17773,18,1,1,1934.74,650.2,3360,4,9
23793,2025-08,CUST03378,PROD015,R06,2227,19,1,1,178.33,110.88,3378,15,6
23794,2025-08,CUST00469,PROD017,R11,3974,24,0,1,753.37,176.21,469,17,11
23795,2025-08,CUST03666,PROD010,R01,3073,11,0,1,307.65,66.96,3666,10,1
23796,2025-08,CUST04330,PROD007,R09,4078,4,1,1,467.83,58.14,4330,7,9
23797,2025-08,CUST01201,PROD019,R10,11508,13,1,1,1825.12,139.18,1201,19,10
23798,2025-08,CUST01636,PROD009,R08,8464,22,1,1,1081.47,308.91,1636,9,8
23799,2025-08,CUST00162,PROD022,R05,2847,5,1,1,379.23,125.05,162,22,5
23800,2025-08,CUST01935,PROD018,R12,8956,14,1,0,1712.23,397.83,1935,18,12
23801,2025-08,CUST04412,PROD016,R05,3919,2,1,1,661.97,21.59,4412,16,5
23802,2025-08,CUST04787,PROD013,R11,2810,10,1,1,155.32,49.18,4787,13,11
23803,2025-08,CUST03537,PROD010,R03,4216,8,1,1,240.01,183.73,3537,10,3
23804,2025-08,CUST01251,PROD014,R04,1583,10,1,1,190.14,40.51,1251,14,4
23805,2025-08,CUST03724,PROD025,R02,1751,23,1,1,270.35,3.96,3724,25,2
23806,2025-08,CUST03120,PROD016,R09,2126,16,1,1,268.56,78.45,3120,16,9
23807,2025-08,CUST04136,PROD013,R10,2781,15,1,1,127.06,59.71,4136,13,10
23808,2025-08,CUST00813,PROD019,R07,3664,16,0,0,271.23,27.18,813,19,7
23809,2025-08,CUST03943,PROD011,R11,2439,10,1,1,47.03,36.13,3943,11,11
23810,2025-08,CUST04724,PROD018,R09,3533,11,1,1,20.99,23.71,4724,18,9
23811,2025-08,CUST00918,PROD016,R10,2127,13,1,1,217.95,63.13,918,16,10
23812,2025-08,CUST00802,PROD024,R10,792,4,1,1,89.51,14.33,802,24,10
23813,2025-08,CUST02618,PROD001,R12,6892,15,1,0,1054.11,166.54,2618,1,12
23814,2025-08,CUST02654,PROD022,R02,4421,24,1,1,401.19,218.75,2654,22,2
23815,2025-08,CUST00662,PROD021,R07,1183,3,1,1,161.07,30.52,662,21,7
23816,2025-08,CUST02401,PROD009,R04,2875,6,1,1,22.19,18.24,2401,9,4
23817,2025-08,CUST03748,PROD017,R07,847,9,1,0,71.49,13.02,3748,17,7
23818,2025-08,CUST04318,PROD004,R09,20918,15,1,1,2320.85,672.92,4318,4,9
23819,2025-08,CUST01300,PROD012,R08,12742,14,1,1,2179.76,554.41,1300,12,8
23820,2025-08,CUST03784,PROD013,R07,5110,5,1,1,821.06,143.31,3784,13,7
23821,2025-08,CUST04701,PROD021,R03,620,14,0,1,101.02,28.6,4701,21,3
23822,2025-08,CUST03653,PROD005,R05,14291,24,1,1,1747.24,80.21,3653,5,5
23823,2025-08,CUST04675,PROD010,R02,1407,21,1,1,259.8,22.1,4675,10,2
23824,2025-08,CUST00598,PROD012,R08,5847,22,1,1,718.7,282.99,598,12,8
23825,2025-08,CUST02203,PROD011,R04,2368,10,1,1,127.65,92.88,2203,11,4
23826,2025-08,CUST04468,PROD023,R03,2346,10,1,1,63.08,46.13,4468,23,3
23827,2025-08,CUST03210,PROD021,R05,919,14,1,1,176.01,40.84,3210,21,5
23828,2025-08,CUST02777,PROD004,R08,1597,4,1,1,76.13,12.24,2777,4,8
23829,2025-08,CUST01103,PROD008,R04,7911,12,1,1,1124.76,256.36,1103,8,4
23830,2025-08,CUST01365,PROD024,R08,6914,22,1,1,964.67,335.04,1365,24,8
23831,2025-08,CUST02595,PROD023,R06,8417,14,1,1,1168.77,262.5,2595,23,6
23832,2025-08,CUST03020,PROD021,R05,2423,13,0,0,475.25,50.48,3020,21,5
23833,2025-08,CUST03377,PROD017,R01,10308,5,1,1,1025.27,127.4,3377,17,1
23834,2025-08,CUST02370,PROD008,R10,11194,2,1,1,904.48,265.79,2370,8,10
23835,2025-08,CUST02755,PROD023,R08,2957,18,1,1,166.89,77.82,2755,23,8
23836,2025-08,CUST04090,PROD012,R01,2911,4,1,1,189.4,86.74,4090,12,1
23837,2025-08,CUST00712,PROD008,R10,2222,15,1,1,113.74,38.11,712,8,10
23838,2025-08,CUST02916,PROD001,R07,2026,19,1,0,99.92,0.04,2916,1,7
23839,2025-08,CUST01136,PROD025,R01,4700,23,1,1,536.6,95.7,1136,25,1
23840,2025-08,CUST04771,PROD006,R07,1944,22,1,1,213.02,73.01,4771,6,7
23841,2025-08,CUST00457,PROD023,R09,2526,5,1,1,319.93,33.79,457,23,9
23842,2025-08,CUST00898,PROD011,R01,1092,9,1,1,148.63,49.43,898,11,1
23843,2025-08,CUST00311,PROD014,R06,2567,24,1,1,102.8,24.31,311,14,6
23844,2025-08,CUST02028,PROD008,R12,1336,16,1,1,173.45,62.77,2028,8,12
23845,2025-08,CUST04639,PROD006,R09,7962,21,1,1,1244.4,386.89,4639,6,9
23846,2025-08,CUST01614,PROD016,R01,2181,8,1,1,275.38,75.45,1614,16,1
23847,2025-08,CUST04738,PROD020,R10,14027,13,0,1,1855.42,198.35,4738,20,10
23848,2025-08,CUST01768,PROD024,R07,2012,12,1,0,91.48,39.96,1768,24,7
23849,2025-08,CUST01867,PROD004,R10,1651,8,1,1,289.7,7.5,1867,4,10
23850,2025-08,CUST01780,PROD025,R01,7131,10,1,1,616.0,158.2,1780,25,1
23851,2025-08,CUST02996,PROD019,R01,5472,19,1,0,315.1,24.14,2996,19,1
23852,2025-08,CUST01331,PROD012,R10,8510,23,1,1,1409.76,277.18,1331,12,10
23853,2025-08,CUST01342,PROD024,R04,1189,17,1,1,212.33,32.86,1342,24,4
23854,2025-08,CUST04808,PROD006,R11,22593,14,1,1,2996.07,80.92,4808,6,11
23855,2025-08,CUST02591,PROD021,R10,11551,21,1,1,925.68,30.93,2591,21,10
23856,2025-08,CUST01270,PROD016,R04,1598,9,1,1,291.25,44.48,1270,16,4
23857,2025-08,CUST02727,PROD013,R10,11742,24,1,1,1518.57,33.44,2727,13,10
23858,2025-08,CUST03817,PROD004,R03,1137,21,0,1,31.27,51.4,3817,4,3
23859,2025-08,CUST03476,PROD014,R12,1195,8,1,1,232.71,51.23,3476,14,12
23860,2025-08,CUST04552,PROD008,R06,21601,8,1,1,2985.81,331.76,4552,8,6
23861,2025-08,CUST02889,PROD011,R07,13424,21,1,1,1345.24,187.97,2889,11,7
23862,2025-08,CUST00106,PROD002,R10,11494,10,1,1,707.88,5.05,106,2,10
23863,2025-08,CUST02098,PROD025,R10,777,3,0,1,128.18,31.52,2098,25,10
23864,2025-08,CUST02167,PROD002,R01,768,24,1,0,53.52,7.21,2167,2,1
23865,2025-08,CUST04648,PROD019,R07,1335,18,1,1,204.72,55.87,4648,19,7
23866,2025-08,CUST03956,PROD012,R04,2947,9,1,1,107.99,26.39,3956,12,4
23867,2025-08,CUST04106,PROD010,R03,1763,1,1,1,80.48,59.44,4106,10,3
23868,2025-08,CUST04634,PROD016,R03,6251,24,1,1,72.69,213.84,4634,16,3
23869,2025-08,CUST04620,PROD003,R08,4634,9,1,1,36.37,144.48,4620,3,8
23870,2025-08,CUST03779,PROD009,R06,24497,10,1,1,2136.5,95.7,3779,9,6
23871,2025-08,CUST00361,PROD022,R08,8274,23,1,1,1467.54,287.32,361,22,8
23872,2025-08,CUST03688,PROD008,R08,5114,18,1,1,227.02,83.17,3688,8,8
23873,2025-08,CUST00424,PROD024,R04,2687,23,1,1,102.78,41.1,424,24,4
23874,2025-08,CUST01009,PROD006,R07,7547,13,1,1,1233.3,313.96,1009,6,7
23875,2025-08,CUST01204,PROD010,R09,465,22,1,1,8.36,22.42,1204,10,9
23876,2025-08,CUST01699,PROD012,R02,22024,3,0,1,3814.69,467.51,1699,12,2
23877,2025-08,CUST04194,PROD019,R09,5388,20,1,1,273.17,97.95,4194,19,9
23878,2025-08,CUST03036,PROD014,R10,871,9,0,1,1.82,3.23,3036,14,10
23879,2025-08,CUST04916,PROD023,R01,7139,24,1,1,1356.86,328.73,4916,23,1
23880,2025-08,CUST00788,PROD007,R07,1014,15,1,1,193.92,40.04,788,7,7
23881,2025-08,CUST02639,PROD004,R12,7181,14,1,1,947.47,177.02,2639,4,12
23882,2025-08,CUST02973,PROD007,R08,7519,3,1,1,1497.87,167.03,2973,7,8
23883,2025-08,CUST01117,PROD012,R02,17731,17,1,1,3103.98,193.56,1117,12,2
23884,2025-08,CUST04093,PROD019,R06,6372,3,1,1,140.21,242.65,4093,19,6
23885,2025-08,CUST03897,PROD008,R09,1351,2,1,0,260.38,67.01,3897,8,9
23886,2025-08,CUST00623,PROD013,R02,1428,4,1,1,234.62,53.38,623,13,2
23887,2025-08,CUST04009,PROD001,R10,2318,23,1,1,261.43,65.38,4009,1,10
23888,2025-08,CUST02909,PROD003,R03,10847,18,1,1,1954.92,87.31,2909,3,3
23889,2025-08,CUST01927,PROD003,R11,3648,14,1,1,678.95,167.55,1927,3,11
23890,2025-08,CUST03799,PROD023,R09,8783,2,1,1,708.41,259.3,3799,23,9
23891,2025-08,CUST02394,PROD011,R01,1145,21,1,1,224.01,48.87,2394,11,1
23892,2025-08,CUST04344,PROD019,R09,8849,16,1,1,365.11,46.42,4344,19,9
23893,2025-08,CUST02425,PROD007,R02,9796,5,1,1,1203.29,183.58,2425,7,2
23894,2025-08,CUST00089,PROD004,R12,746,20,1,1,133.4,36.62,89,4,12
23895,2025-08,CUST00689,PROD013,R06,738,1,1,1,20.76,17.55,689,13,6
23896,2025-08,CUST03934,PROD004,R02,7095,6,0,1,501.0,324.27,3934,4,2
23897,2025-08,CUST04508,PROD006,R02,2772,2,0,1,90.56,113.43,4508,6,2
23898,2025-08,CUST03304,PROD010,R09,6133,12,1,1,1121.74,247.58,3304,10,9
23899,2025-08,CUST01297,PROD001,R05,545,3,1,1,93.53,19.73,1297,1,5
23900,2025-08,CUST01406,PROD024,R06,2682,7,1,1,201.35,99.08,1406,24,6
23901,2025-08,CUST02539,PROD011,R04,1460,12,1,1,98.65,18.6,2539,11,4
23902,2025-08,CUST00915,PROD020,R08,1659,20,1,1,240.02,42.87,915,20,8
23903,2025-08,CUST00671,PROD007,R12,1004,5,1,1,93.05,18.09,671,7,12
23904,2025-08,CUST04807,PROD011,R01,2754,24,1,1,491.09,86.59,4807,11,1
23905,2025-08,CUST01855,PROD004,R06,7537,12,1,1,165.76,216.97,1855,4,6
23906,2025-08,CUST01561,PROD015,R12,18052,20,1,1,1489.9,386.61,1561,15,12
23907,2025-08,CUST01417,PROD012,R05,2720,23,1,1,271.31,5.61,1417,12,5
23908,2025-08,CUST01990,PROD019,R04,14492,22,1,1,364.85,195.23,1990,19,4
23909,2025-08,CUST01415,PROD022,R07,11222,7,1,1,897.19,473.72,1415,22,7
23910,2025-08,CUST04871,PROD016,R03,655,16,1,0,117.43,25.82,4871,16,3
23911,2025-08,CUST03763,PROD001,R12,3152,1,1,1,242.48,48.62,3763,1,12
23912,2025-08,CUST01901,PROD005,R05,1257,9,1,1,235.44,60.79,1901,5,5
23913,2025-08,CUST04942,PROD015,R03,8784,2,1,1,1011.88,31.29,4942,15,3
23914,2025-08,CUST01940,PROD025,R07,2241,20,1,1,356.27,66.52,1940,25,7
23915,2025-08,CUST02170,PROD003,R04,1385,4,1,1,275.03,35.33,2170,3,4
23916,2025-08,CUST01571,PROD024,R10,1973,15,1,1,355.25,74.04,1571,24,10
23917,2025-08,CUST03168,PROD019,R06,18226,1,1,1,2296.17,369.47,3168,19,6
23918,2025-08,CUST04040,PROD006,R05,18191,19,1,1,1783.22,448.98,4040,6,5
23919,2025-08,CUST00968,PROD009,R11,2129,9,1,1,337.3,5.49,968,9,11
23920,2025-08,CUST04827,PROD005,R04,5033,16,1,1,31.33,237.3,4827,5,4
23921,2025-08,CUST01943,PROD009,R01,2019,9,1,1,244.45,90.03,1943,9,1
23922,2025-08,CUST04121,PROD021,R07,18205,24,1,1,1276.33,323.52,4121,21,7
23923,2025-08,CUST02376,PROD009,R03,1569,16,1,1,228.29,68.68,2376,9,3
23924,2025-08,CUST01832,PROD002,R12,24749,20,1,1,3178.58,640.28,1832,2,12
23925,2025-08,CUST04155,PROD001,R02,2591,14,1,1,466.34,118.59,4155,1,2
23926,2025-08,CUST02634,PROD005,R02,6849,6,1,1,906.27,153.62,2634,5,2
23927,2025-08,CUST00912,PROD016,R10,2793,14,1,1,434.51,72.48,912,16,10
23928,2025-08,CUST04363,PROD015,R08,877,23,1,1,154.67,39.53,4363,15,8
23929,2025-08,CUST00966,PROD022,R11,7763,24,1,1,436.58,156.25,966,22,11
23930,2025-08,CUST00144,PROD005,R08,2916,13,1,1,108.08,66.04,144,5,8
23931,2025-08,CUST01621,PROD010,R04,18331,9,1,1,293.81,790.89,1621,10,4
23932,2025-08,CUST03369,PROD010,R01,7824,2,0,1,155.91,77.79,3369,10,1
23933,2025-08,CUST01427,PROD005,R07,1932,11,1,1,154.65,21.52,1427,5,7
23934,2025-08,CUST04327,PROD010,R01,992,1,1,1,24.53,26.34,4327,10,1
23935,2025-08,CUST01656,PROD013,R12,4068,4,1,1,151.07,129.29,1656,13,12
23936,2025-08,CUST02991,PROD011,R05,2851,23,1,1,558.45,136.31,2991,11,5
23937,2025-08,CUST00761,PROD023,R01,3118,21,1,1,552.44,39.32,761,23,1
23938,2025-08,CUST04712,PROD020,R12,17431,15,1,1,178.23,271.21,4712,20,12
23939,2025-08,CUST00226,PROD017,R07,2762,5,1,1,320.3,79.46,226,17,7
23940,2025-08,CUST00528,PROD023,R01,2236,22,1,1,215.77,86.19,528,23,1
23941,2025-08,CUST02082,PROD008,R06,3436,13,1,1,225.54,147.67,2082,8,6
23942,2025-08,CUST03883,PROD022,R08,1190,9,1,1,45.03,30.19,3883,22,8
23943,2025-08,CUST00852,PROD018,R02,1548,18,1,1,48.61,69.56,852,18,2
23944,2025-08,CUST00485,PROD012,R04,675,11,1,1,43.04,32.43,485,12,4
23945,2025-08,CUST00388,PROD015,R03,2672,3,1,1,163.79,129.61,388,15,3
23946,2025-08,CUST01849,PROD017,R11,16911,19,0,1,1439.71,253.13,1849,17,11
23947,2025-08,CUST02817,PROD020,R06,6132,8,1,1,786.07,110.81,2817,20,6
